student_id,source,academic_score,age,attendance_percentage,gender,sleep_hours,social_media_hours,study_hours_per_day
3483,productivity,46.41,27,64.73,Male,6.78,4.06,4.63
3484,productivity,85.98,23,93.72,Female,5.7,0.87,5.43
3485,productivity,85.5,27,68.62,Female,7.53,0.6,6.73
3486,productivity,86.95,21,65.93,Male,9.41,7.36,9.95
3487,productivity,90.48,25,58.25,Male,9.59,1.36,7.86
3488,productivity,69.52,19,99.46,Male,4.59,3.45,5.63
3489,productivity,93.56,17,76.65,Female,4.14,6.26,7.82
3490,productivity,94.79,20,49.04,Female,9.58,6.94,5.01
3491,productivity,64.28,25,85.21,Female,8.69,6.91,3.45
3492,productivity,72.48,20,98.6,Male,4.83,7.07,2.99
3493,productivity,81.42,18,88.19,Female,8.63,1.2,4.3
3494,productivity,83.46,26,90.12,Female,8.19,3.43,0.52
3495,productivity,58.58,21,77.29,Male,4.77,5.28,2.18
3496,productivity,52.19,19,61.44,Female,9.34,7.21,1.7
3497,productivity,81.69,29,74.84,Male,5.25,3.43,9.62
3498,productivity,80.7,28,58.13,Female,6.36,4.97,1.12
3499,productivity,43.09,29,58.43,Male,7.26,7.68,5.26
3500,productivity,89.13,25,51.7,Male,4.34,7.71,9.24
3501,productivity,85.85,20,96.97,Female,7.28,5.33,6.27
3502,productivity,52.26,22,51.21,Female,7.94,4.03,5.21
3503,productivity,67.2,18,42.71,Male,3.71,4.58,7.56
3504,productivity,65.04,22,88.15,Female,5.66,7.21,3.86
3505,productivity,90.31,19,77.53,Female,7.28,5.55,2.34
3506,productivity,56.66,28,58.78,Male,9.48,1.93,8.55
3507,productivity,65.18,28,52.9,Female,9.24,1.56,1.04
3508,productivity,55.57,25,79.63,Female,4.19,1.34,8.17
3509,productivity,52.52,27,84.5,Female,7.27,4.77,1.48
3510,productivity,46.46,18,78.2,Male,3.69,5.09,6.44
3511,productivity,40.11,28,70.35,Female,5.06,0.64,5.03
3512,productivity,67.12,28,43.2,Female,7.18,5.97,9.99
3513,productivity,67.1,25,80.24,Female,3.57,4.41,4.19
3514,productivity,88.85,21,69.08,Male,9.22,2.39,9.59
3515,productivity,92.78,24,69.46,Female,8.8,7.65,4.34
3516,productivity,49.46,18,64.38,Male,6.31,3.95,6.98
3517,productivity,45.3,22,75.08,Female,6.44,3.82,6.61
3518,productivity,66.51,19,48.95,Other,9.17,3.54,1.32
3519,productivity,64.64,28,62.06,Male,3.35,4.48,7.56
3520,productivity,66.58,28,72.27,Male,4.01,0.38,2.48
3521,productivity,87.57,26,64.93,Female,5.16,0.38,4.19
3522,productivity,73.11,21,48.47,Female,5.55,3.7,7.93
3523,productivity,42.82,28,72.33,Male,9.91,6.12,9.47
3524,productivity,63.2,24,49.83,Female,4.03,4.16,5.82
3525,productivity,64.24,26,56.32,Female,5.12,7.38,5.43
3526,productivity,65.25,17,82.33,Female,8.8,5.1,5.3
3527,productivity,79.43,21,60.68,Female,8.49,0.07,8.26
3528,productivity,98.57,19,55.21,Male,7.58,3.58,9.93
3529,productivity,60.76,20,66.54,Female,5.3,4.42,6.52
3530,productivity,55.38,18,97.57,Male,3.82,0.13,4.1
3531,productivity,98.64,25,68.06,Male,9.88,0.85,2.58
3532,productivity,64.16,19,82.26,Male,4.76,7.99,2.39
3533,productivity,77.22,18,57.46,Female,8.91,5.4,8.63
3534,productivity,49.2,26,55.42,Female,9.27,5.41,9.93
3535,productivity,97.48,27,87.79,Male,6.09,4.56,7.13
3536,productivity,54.16,25,75.67,Female,8.96,7.17,9.58
3537,productivity,92.38,23,58.01,Female,4.95,2.31,3.82
3538,productivity,54.64,22,59.02,Female,9.23,6.82,6.46
3539,productivity,73.75,17,83.12,Female,7.45,0.77,5.36
3540,productivity,80.42,21,87.06,Male,4.36,7.8,5.08
3541,productivity,67.65,28,49.76,Male,8.51,6.54,6.51
3542,productivity,56.74,27,78.37,Female,9.4,0.02,3.45
3543,productivity,49.44,27,75.84,Female,6.99,0.48,6.59
3544,productivity,63.44,19,83.13,Male,8.32,0.68,6.89
3545,productivity,62.36,17,52.29,Female,8.56,5.47,8.44
3546,productivity,81.57,20,99.59,Female,8.51,5.48,7.44
3547,productivity,77.64,29,51.88,Female,6.18,0.65,3.54
3548,productivity,43.58,18,92.25,Male,8.18,3.59,4.78
3549,productivity,54.52,18,81.68,Female,6.84,1.9,1.64
3550,productivity,48.09,19,72.92,Female,5.9,3.19,2.94
3551,productivity,56.72,24,54.15,Male,4.16,1.91,5.45
3552,productivity,52.61,24,74.38,Male,9.36,3.33,1.46
3553,productivity,82.42,28,63.18,Male,5.9,5.14,5.92
3554,productivity,83.85,23,88.43,Female,4.68,1.23,4.21
3555,productivity,69.86,22,42.87,Male,4.7,1.75,0.83
3556,productivity,45.77,25,68.09,Male,4.69,2.86,4.63
3557,productivity,71.03,20,99.56,Male,3.02,7.84,3.17
3558,productivity,87.51,28,87.01,Male,6.07,5.09,1.14
3559,productivity,71.19,17,66.61,Male,9.23,7.32,3.29
3560,productivity,47.47,24,70.17,Female,3.18,6.85,3.29
3561,productivity,79.82,23,50.16,Female,9.7,4.47,3.87
3562,productivity,47.66,23,66.26,Female,4.25,2.21,3.98
3563,productivity,83.63,19,87.21,Male,8.03,2.06,4.58
3564,productivity,71.26,20,73.3,Male,8.5,4.55,1.37
3565,productivity,50.68,26,74.39,Male,8.15,4.46,0.55
3566,productivity,48.79,25,71.14,Male,5.37,4.48,7.49
3567,productivity,67.18,22,91.6,Male,7.93,2.93,3.7
3568,productivity,79.55,21,85.71,Male,6.31,5.66,6.33
3569,productivity,54.13,19,40.52,Other,4.07,3.27,3.42
3570,productivity,84.01,25,74.14,Male,4.41,2.81,9.85
3571,productivity,52.98,21,74.18,Female,3.18,4.04,3.5
3572,productivity,67.37,21,83.5,Male,5.32,7.16,6.25
3573,productivity,70.18,20,55.76,Male,8.1,5.65,2.59
3574,productivity,93.99,20,99.39,Female,9.78,6.51,5.42
3575,productivity,41.81,28,71.28,Male,3.93,4.28,6.0
3576,productivity,85.63,17,87.66,Male,5.47,4.35,2.24
3577,productivity,82.95,23,61.87,Other,4.27,6.88,1.67
3578,productivity,68.19,25,67.23,Female,8.33,1.17,9.75
3579,productivity,83.96,19,80.75,Male,9.44,7.69,8.99
3580,productivity,55.91,28,83.45,Male,3.8,4.16,6.77
3581,productivity,64.1,29,48.05,Female,9.33,2.61,8.68
3582,productivity,86.99,18,46.9,Female,4.9,2.52,1.41
3583,productivity,44.8,19,82.42,Male,4.56,0.34,7.43
3584,productivity,78.94,17,40.59,Male,3.4,2.31,3.21
3585,productivity,62.66,22,93.98,Female,3.56,3.42,5.63
3586,productivity,70.65,27,83.73,Male,3.48,5.6,7.77
3587,productivity,73.59,27,88.11,Male,6.12,2.23,0.82
3588,productivity,64.11,23,84.14,Female,7.61,5.26,7.1
3589,productivity,40.01,27,75.65,Male,4.29,4.81,4.63
3590,productivity,73.53,27,99.26,Female,4.52,3.57,4.68
3591,productivity,84.19,18,41.35,Female,4.21,0.08,9.12
3592,productivity,85.26,24,64.74,Female,8.65,4.71,8.67
3593,productivity,94.41,22,96.67,Male,3.96,0.88,1.05
3594,productivity,70.83,20,55.94,Male,3.51,0.1,6.37
3595,productivity,74.57,21,69.32,Male,3.26,0.8,4.64
3596,productivity,73.3,24,84.54,Male,3.28,1.54,1.62
3597,productivity,89.12,19,61.24,Female,6.83,3.88,8.58
3598,productivity,43.26,19,77.05,Male,3.66,6.03,1.18
3599,productivity,68.11,27,88.54,Male,4.56,7.55,0.8
3600,productivity,76.63,20,48.12,Male,8.83,2.28,2.38
3601,productivity,45.47,17,72.33,Male,9.78,4.47,3.38
3602,productivity,91.42,25,40.22,Female,9.03,7.96,1.08
3603,productivity,96.21,24,47.91,Female,9.72,4.7,6.59
3604,productivity,59.63,24,97.64,Female,7.69,4.72,4.65
3605,productivity,51.12,26,41.86,Female,9.91,1.3,4.42
3606,productivity,80.63,22,71.52,Female,6.47,2.51,1.88
3607,productivity,83.74,23,52.63,Male,8.56,1.52,4.66
3608,productivity,47.79,22,49.04,Male,9.8,7.41,4.21
3609,productivity,64.41,25,77.75,Female,7.97,3.71,4.14
3610,productivity,97.53,19,89.88,Male,9.7,2.86,2.58
3611,productivity,90.12,19,68.32,Male,4.78,5.87,1.4
3612,productivity,72.3,19,41.13,Other,5.1,2.78,2.98
3613,productivity,81.63,26,80.06,Male,5.78,6.94,6.84
3614,productivity,47.52,19,77.03,Female,6.25,5.41,1.19
3615,productivity,74.73,25,97.96,Female,9.28,0.35,4.13
3616,productivity,84.51,28,80.25,Male,9.22,4.48,5.39
3617,productivity,55.31,20,66.01,Male,7.61,6.58,9.65
3618,productivity,86.03,29,70.17,Female,4.63,7.53,8.52
3619,productivity,76.31,23,85.35,Male,4.68,2.42,9.21
3620,productivity,54.84,25,76.15,Male,7.42,2.33,8.29
3621,productivity,67.7,27,59.41,Female,6.52,4.37,6.1
3622,productivity,70.14,28,54.8,Male,4.81,0.13,8.68
3623,productivity,43.87,23,83.08,Male,4.18,2.36,5.87
3624,productivity,83.63,25,67.01,Male,8.06,6.13,3.9
3625,productivity,70.52,28,59.18,Female,8.69,6.91,4.04
3626,productivity,52.91,19,89.51,Male,4.83,3.14,5.87
3627,productivity,42.52,20,58.85,Male,5.97,7.33,8.19
3628,productivity,84.16,24,87.66,Male,7.99,2.26,1.77
3629,productivity,51.6,22,79.81,Male,6.28,0.31,0.87
3630,productivity,95.33,21,76.09,Female,9.73,1.32,8.0
3631,productivity,86.59,29,40.95,Female,3.91,6.94,6.65
3632,productivity,85.22,20,97.11,Male,8.98,7.75,8.3
3633,productivity,89.73,24,63.96,Male,5.14,4.86,9.78
3634,productivity,55.58,17,89.94,Male,7.81,5.84,2.89
3635,productivity,93.35,25,69.57,Female,4.78,6.68,2.35
3636,productivity,45.59,17,60.1,Male,9.77,1.53,3.74
3637,productivity,74.01,24,82.44,Male,3.35,4.4,8.84
3638,productivity,84.1,20,65.51,Other,6.59,7.51,0.63
3639,productivity,45.85,25,97.64,Male,9.37,2.85,0.6
3640,productivity,45.1,27,43.52,Other,6.29,7.92,2.56
3641,productivity,48.8,21,47.53,Male,8.88,5.64,4.07
3642,productivity,44.39,19,54.65,Male,9.65,5.38,3.37
3643,productivity,83.77,25,55.31,Female,3.47,0.23,8.34
3644,productivity,54.1,27,88.11,Male,6.42,0.08,7.05
3645,productivity,98.19,25,64.48,Male,7.8,1.27,8.46
3646,productivity,69.92,20,90.61,Male,8.83,7.46,4.15
3647,productivity,64.93,27,92.31,Other,4.14,6.34,6.16
3648,productivity,94.88,20,94.2,Male,6.97,4.13,5.4
3649,productivity,41.25,28,93.96,Female,4.14,3.93,5.01
3650,productivity,74.19,24,76.15,Female,8.29,1.02,3.24
3651,productivity,52.41,18,40.59,Female,4.99,3.09,7.24
3652,productivity,71.91,25,81.55,Female,4.88,1.2,5.48
3653,productivity,70.9,29,68.62,Male,8.39,2.18,1.25
3654,productivity,82.4,22,78.39,Male,8.89,0.05,0.5
3655,productivity,59.16,25,92.55,Male,5.4,3.06,0.69
3656,productivity,92.96,24,48.95,Male,6.51,5.36,1.22
3657,productivity,88.35,23,62.54,Male,7.85,5.5,4.02
3658,productivity,47.8,29,65.62,Male,8.22,3.33,3.4
3659,productivity,98.74,17,89.52,Female,8.39,5.84,1.99
3660,productivity,92.3,28,56.07,Female,5.73,3.39,5.4
3661,productivity,63.11,19,55.3,Male,6.75,7.22,9.72
3662,productivity,99.5,27,43.92,Male,3.77,2.53,2.03
3663,productivity,99.72,18,62.66,Male,9.64,4.82,2.88
3664,productivity,72.53,21,58.93,Male,7.91,0.82,4.89
3665,productivity,58.0,21,54.1,Male,5.63,4.0,6.59
3666,productivity,96.82,21,49.25,Female,5.73,3.03,6.2
3667,productivity,72.84,20,70.31,Male,3.63,2.06,5.45
3668,productivity,77.6,21,92.51,Male,6.2,2.54,7.5
3669,productivity,63.61,19,45.64,Male,7.71,2.55,8.54
3670,productivity,96.86,28,47.68,Other,9.67,3.87,9.99
3671,productivity,83.4,17,60.95,Female,7.53,6.75,4.92
3672,productivity,86.86,21,45.04,Female,7.55,3.9,9.95
3673,productivity,45.87,29,54.15,Male,8.5,1.67,7.44
3674,productivity,81.73,25,84.87,Male,6.57,0.55,6.74
3675,productivity,66.54,29,54.27,Male,3.22,2.8,6.58
3676,productivity,85.39,25,69.29,Male,9.23,1.26,9.15
3677,productivity,67.49,20,47.7,Female,5.82,6.69,9.51
3678,productivity,94.43,19,79.2,Male,9.89,7.96,2.2
3679,productivity,76.48,17,82.51,Male,5.84,6.79,5.19
3680,productivity,47.21,18,68.29,Female,7.68,3.08,9.44
3681,productivity,98.02,24,64.92,Male,6.22,0.65,4.13
3682,productivity,99.25,17,41.22,Female,4.63,5.68,2.71
3683,productivity,85.86,24,91.91,Male,9.52,5.34,1.48
3684,productivity,95.25,29,89.87,Male,7.39,0.54,6.17
3685,productivity,44.42,23,49.01,Male,6.15,6.31,7.15
3686,productivity,53.21,24,73.38,Female,4.01,6.6,2.36
3687,productivity,87.52,28,66.88,Male,9.99,5.74,6.9
3688,productivity,65.42,22,90.16,Male,9.27,5.82,9.05
3689,productivity,92.37,28,60.47,Male,5.96,5.52,2.81
3690,productivity,63.77,25,48.75,Female,4.2,3.49,1.66
3691,productivity,71.59,19,76.62,Female,3.21,4.93,8.44
3692,productivity,89.12,26,41.76,Male,4.06,4.93,9.21
3693,productivity,45.99,20,51.41,Male,6.74,4.3,2.54
3694,productivity,79.76,29,52.85,Female,8.71,4.83,7.35
3695,productivity,40.3,22,95.47,Female,5.54,3.2,6.11
3696,productivity,46.78,24,64.3,Female,6.04,5.43,2.77
3697,productivity,58.07,21,55.56,Male,6.31,1.82,8.32
3698,productivity,56.69,19,43.43,Male,3.12,6.83,4.97
3699,productivity,74.96,22,43.06,Female,4.24,6.81,7.15
3700,productivity,67.56,20,67.3,Female,6.51,3.98,3.36
3701,productivity,52.05,25,73.79,Female,4.96,3.97,8.25
3702,productivity,74.97,29,52.81,Male,6.66,3.19,3.01
3703,productivity,75.97,19,56.87,Female,3.76,0.37,3.97
3704,productivity,52.43,20,95.91,Female,8.62,1.15,4.22
3705,productivity,41.9,23,52.75,Female,8.49,5.72,2.46
3706,productivity,96.71,23,70.63,Male,7.69,1.14,8.81
3707,productivity,76.94,28,92.28,Female,6.72,3.3,1.58
3708,productivity,55.8,28,76.13,Female,5.73,2.83,5.85
3709,productivity,94.29,20,77.15,Female,7.78,1.76,8.23
3710,productivity,97.57,22,72.07,Female,8.47,4.23,6.02
3711,productivity,65.22,28,73.02,Other,8.66,2.9,3.61
3712,productivity,98.42,29,79.1,Other,5.43,6.08,7.92
3713,productivity,64.35,19,63.78,Male,4.36,5.11,5.24
3714,productivity,67.35,22,74.19,Female,5.39,3.84,2.05
3715,productivity,84.42,28,42.93,Female,3.05,4.6,3.51
3716,productivity,70.5,18,86.8,Male,5.96,3.45,6.12
3717,productivity,60.37,24,81.54,Male,4.91,6.27,6.76
3718,productivity,70.92,18,84.94,Male,8.53,7.68,5.71
3719,productivity,71.04,27,72.48,Female,7.72,6.13,3.08
3720,productivity,40.01,23,71.7,Male,3.18,6.89,6.14
3721,productivity,65.26,25,46.89,Female,4.01,6.27,3.66
3722,productivity,53.29,17,62.19,Female,6.8,3.26,2.64
3723,productivity,71.33,24,47.2,Female,7.33,6.83,9.48
3724,productivity,92.06,23,66.29,Male,8.38,0.3,3.49
3725,productivity,97.22,22,47.93,Male,9.78,7.08,3.69
3726,productivity,51.8,22,74.88,Male,7.91,3.76,9.02
3727,productivity,46.58,22,59.54,Male,6.81,2.64,1.86
3728,productivity,99.87,25,50.04,Female,5.9,4.2,6.05
3729,productivity,57.67,18,87.51,Female,8.17,5.5,7.95
3730,productivity,79.87,17,93.68,Male,9.54,4.92,3.1
3731,productivity,58.16,29,99.62,Female,5.96,4.94,8.52
3732,productivity,56.52,28,98.13,Male,7.09,0.8,7.81
3733,productivity,66.16,22,67.35,Male,4.45,5.83,5.12
3734,productivity,55.46,26,46.12,Female,9.0,5.69,1.63
3735,productivity,75.84,27,72.98,Male,7.99,0.93,9.72
3736,productivity,85.93,24,97.96,Female,5.48,0.35,6.43
3737,productivity,59.1,19,59.2,Female,9.12,7.86,5.41
3738,productivity,76.51,28,47.83,Female,9.8,5.97,8.91
3739,productivity,71.05,26,69.75,Male,5.02,4.85,4.5
3740,productivity,62.81,17,48.54,Male,4.31,2.53,5.85
3741,productivity,60.08,25,84.77,Male,8.82,2.21,8.65
3742,productivity,72.94,29,80.0,Other,7.08,1.08,4.23
3743,productivity,83.48,29,40.84,Male,9.19,4.87,7.84
3744,productivity,70.89,17,45.68,Male,5.43,4.61,2.93
3745,productivity,47.37,19,89.94,Female,7.07,7.48,7.17
3746,productivity,93.61,24,54.42,Female,7.04,5.02,5.35
3747,productivity,66.94,19,69.83,Female,4.32,3.61,2.07
3748,productivity,49.18,29,49.37,Other,9.94,7.18,1.79
3749,productivity,77.02,20,84.01,Male,7.65,4.91,4.85
3750,productivity,49.76,24,85.08,Male,7.65,5.71,7.25
3751,productivity,76.73,17,75.95,Male,5.08,5.01,6.23
3752,productivity,67.55,29,59.95,Male,7.55,1.36,8.62
3753,productivity,47.02,29,73.29,Female,8.83,0.99,4.2
3754,productivity,54.6,22,48.75,Male,8.69,5.0,8.51
3755,productivity,62.36,17,95.8,Female,9.44,7.31,0.85
3756,productivity,58.23,17,90.3,Male,4.04,7.71,3.98
3757,productivity,78.19,24,51.72,Male,4.28,7.96,1.19
3758,productivity,55.32,27,78.26,Female,7.97,6.75,9.23
3759,productivity,96.66,20,55.03,Male,8.65,2.91,5.02
3760,productivity,75.47,28,49.74,Female,7.72,4.91,3.5
3761,productivity,91.2,17,53.86,Other,4.0,4.87,5.18
3762,productivity,75.34,26,72.69,Female,7.16,4.3,5.56
3763,productivity,51.61,23,48.88,Male,8.24,5.94,8.54
3764,productivity,70.8,21,53.37,Female,3.96,1.36,5.65
3765,productivity,97.71,21,94.01,Male,3.39,1.51,4.6
3766,productivity,53.5,17,64.98,Female,4.78,7.56,9.63
3767,productivity,74.65,26,85.54,Male,3.64,6.72,9.7
3768,productivity,54.78,27,44.28,Male,4.04,6.55,0.86
3769,productivity,70.09,22,92.88,Other,4.42,3.86,7.22
3770,productivity,56.82,25,76.77,Male,6.71,4.54,4.03
3771,productivity,59.71,25,77.68,Female,4.09,5.0,6.91
3772,productivity,97.96,24,53.94,Male,7.23,2.35,6.55
3773,productivity,64.25,21,57.35,Female,5.03,2.36,3.64
3774,productivity,48.66,17,69.24,Other,5.17,1.44,9.87
3775,productivity,40.57,25,83.23,Male,9.77,4.48,3.89
3776,productivity,92.59,17,56.23,Female,8.64,1.31,6.5
3777,productivity,80.81,24,91.28,Female,5.97,1.61,8.23
3778,productivity,40.93,21,98.98,Female,6.13,7.22,1.88
3779,productivity,71.53,19,70.81,Male,3.8,4.21,3.36
3780,productivity,50.5,27,78.73,Female,8.91,4.95,2.39
3781,productivity,78.33,23,96.97,Male,3.03,1.07,7.93
3782,productivity,91.38,23,78.71,Male,4.01,1.65,8.11
3783,productivity,54.64,25,79.22,Male,6.74,0.79,2.93
3784,productivity,43.01,23,43.06,Female,4.32,2.17,0.54
3785,productivity,51.04,29,82.88,Female,7.43,7.05,4.52
3786,productivity,73.27,27,69.33,Male,3.03,7.11,7.03
3787,productivity,75.35,19,79.52,Female,3.69,5.39,6.41
3788,productivity,82.3,27,86.99,Female,8.35,7.01,4.73
3789,productivity,69.16,29,72.16,Male,7.04,1.53,3.37
3790,productivity,90.36,29,54.83,Female,3.14,1.18,5.01
3791,productivity,68.34,17,91.23,Male,4.44,6.12,0.64
3792,productivity,54.48,24,89.14,Male,4.67,7.92,1.2
3793,productivity,89.15,28,48.21,Male,8.94,5.74,2.05
3794,productivity,95.11,19,61.69,Female,7.08,0.3,6.44
3795,productivity,56.6,28,92.4,Other,6.79,1.47,2.58
3796,productivity,64.88,24,87.53,Male,3.61,1.98,4.52
3797,productivity,48.51,24,93.93,Male,7.6,3.38,6.4
3798,productivity,45.02,29,51.28,Female,4.09,1.77,8.39
3799,productivity,61.25,21,73.08,Female,6.65,0.49,5.72
3800,productivity,48.36,29,68.52,Female,7.15,2.07,2.18
3801,productivity,47.81,28,52.65,Female,8.89,2.81,9.54
3802,productivity,93.26,29,70.11,Female,8.65,2.27,1.36
3803,productivity,70.77,17,55.78,Female,4.33,0.22,3.99
3804,productivity,59.97,29,87.46,Female,9.41,7.42,9.25
3805,productivity,48.99,26,97.76,Male,3.02,4.33,6.22
3806,productivity,85.74,23,89.08,Female,5.31,6.79,6.8
3807,productivity,82.25,28,82.62,Male,3.46,0.12,3.37
3808,productivity,70.89,26,74.22,Male,8.05,6.38,1.25
3809,productivity,70.58,21,49.19,Male,6.5,5.64,3.97
3810,productivity,52.89,24,99.12,Female,4.22,7.82,4.32
3811,productivity,65.04,25,67.18,Female,3.6,0.92,3.07
3812,productivity,63.49,27,46.07,Female,4.58,5.14,2.55
3813,productivity,44.86,23,58.61,Male,9.45,0.17,3.88
3814,productivity,94.47,29,98.64,Female,7.74,2.86,6.57
3815,productivity,84.88,23,41.71,Male,4.7,5.09,9.52
3816,productivity,54.27,17,52.5,Female,9.26,7.46,7.19
3817,productivity,84.63,20,82.16,Male,3.96,0.66,7.91
3818,productivity,43.47,18,83.74,Female,7.82,3.91,3.41
3819,productivity,89.45,18,80.88,Female,5.97,1.91,1.49
3820,productivity,58.58,18,70.17,Female,4.88,1.73,3.27
3821,productivity,86.02,20,52.97,Female,4.84,5.51,4.33
3822,productivity,88.05,17,55.09,Female,6.51,0.22,7.05
3823,productivity,67.0,20,53.32,Male,9.52,5.05,9.42
3824,productivity,67.68,18,99.67,Female,8.2,1.3,8.19
3825,productivity,79.27,21,45.28,Male,7.63,0.12,3.03
3826,productivity,58.99,19,85.55,Male,9.13,4.35,8.29
3827,productivity,93.55,28,88.83,Male,6.99,0.9,4.41
3828,productivity,60.94,24,41.26,Female,4.34,4.49,2.17
3829,productivity,82.69,20,40.1,Male,9.84,2.24,4.88
3830,productivity,75.78,17,82.92,Male,6.74,2.23,5.85
3831,productivity,57.21,17,98.32,Other,5.21,6.44,7.75
3832,productivity,75.74,28,65.79,Female,8.45,5.69,3.82
3833,productivity,74.67,26,88.58,Male,6.25,6.62,1.89
3834,productivity,47.59,19,81.5,Female,3.09,3.4,1.4
3835,productivity,75.23,25,48.36,Male,5.24,0.9,1.57
3836,productivity,77.1,23,58.8,Female,6.2,6.11,9.53
3837,productivity,78.3,18,93.51,Female,5.61,6.94,9.54
3838,productivity,59.01,29,86.05,Female,6.86,4.7,9.7
3839,productivity,66.85,25,40.91,Female,4.28,1.76,3.37
3840,productivity,87.82,26,65.36,Male,7.01,6.13,2.32
3841,productivity,85.28,18,44.51,Male,9.91,0.35,9.82
3842,productivity,83.72,19,47.88,Female,8.28,2.75,9.89
3843,productivity,89.74,27,81.0,Male,7.79,3.13,1.24
3844,productivity,85.95,29,78.38,Other,4.4,2.65,7.65
3845,productivity,80.83,26,42.08,Male,7.07,7.56,3.24
3846,productivity,58.16,18,62.9,Male,8.74,6.66,9.14
3847,productivity,94.35,19,54.19,Female,4.68,4.24,1.35
3848,productivity,68.79,22,88.21,Male,3.61,7.48,8.94
3849,productivity,79.03,25,66.59,Male,7.63,1.25,0.52
3850,productivity,58.38,25,62.47,Male,7.72,0.77,5.46
3851,productivity,95.56,23,68.3,Other,8.63,3.08,3.69
3852,productivity,44.39,28,88.68,Male,7.41,7.93,4.56
3853,productivity,97.47,19,60.89,Male,8.94,7.23,4.62
3854,productivity,92.47,20,76.91,Male,4.86,1.78,6.71
3855,productivity,91.86,22,47.42,Male,3.25,7.44,0.72
3856,productivity,44.41,27,73.51,Male,8.13,5.05,7.07
3857,productivity,91.66,21,78.3,Female,5.7,2.47,0.71
3858,productivity,86.8,18,53.97,Other,4.47,6.54,2.26
3859,productivity,94.07,29,64.96,Male,3.36,6.85,6.26
3860,productivity,87.89,22,75.57,Female,8.29,0.0,1.32
3861,productivity,43.38,19,60.5,Other,8.78,1.08,9.91
3862,productivity,63.58,24,48.89,Male,5.72,6.0,7.95
3863,productivity,58.7,18,42.07,Male,9.2,4.9,7.2
3864,productivity,85.81,17,62.31,Female,5.91,2.09,3.04
3865,productivity,53.88,25,42.14,Female,9.66,2.2,0.96
3866,productivity,60.86,28,55.91,Male,9.88,0.89,9.8
3867,productivity,64.79,19,69.48,Male,8.72,3.42,1.9
3868,productivity,49.63,27,67.37,Male,4.79,0.49,8.39
3869,productivity,94.46,17,73.03,Male,5.56,5.47,2.38
3870,productivity,45.53,23,70.23,Female,6.73,1.96,4.05
3871,productivity,77.6,29,68.51,Female,5.3,7.05,7.09
3872,productivity,92.66,26,54.47,Female,8.73,0.76,9.48
3873,productivity,70.42,21,44.22,Male,9.49,5.54,0.69
3874,productivity,85.2,21,45.6,Male,9.9,6.96,2.98
3875,productivity,73.89,17,75.25,Male,5.35,5.63,7.77
3876,productivity,87.02,25,84.52,Female,4.89,7.41,2.15
3877,productivity,51.21,23,43.96,Female,4.13,2.63,1.56
3878,productivity,40.15,24,92.96,Male,3.33,1.08,0.94
3879,productivity,56.77,25,92.75,Male,4.24,2.8,5.27
3880,productivity,76.12,22,81.65,Female,4.99,4.77,7.79
3881,productivity,50.71,28,70.64,Female,5.74,7.57,9.64
3882,productivity,79.48,21,42.39,Male,3.77,2.36,3.04
3883,productivity,41.78,22,69.7,Male,8.74,5.48,1.65
3884,productivity,94.67,27,79.63,Male,7.33,0.8,4.32
3885,productivity,92.56,18,96.32,Female,6.94,2.15,1.03
3886,productivity,85.03,20,43.51,Female,6.82,1.28,3.65
3887,productivity,92.73,19,85.04,Female,5.03,3.83,6.61
3888,productivity,78.07,29,77.97,Female,9.56,7.49,2.1
3889,productivity,44.57,23,75.32,Other,4.62,7.32,6.5
3890,productivity,76.62,25,41.96,Male,7.68,3.42,9.73
3891,productivity,72.19,21,42.25,Male,4.77,6.86,8.71
3892,productivity,69.01,22,80.66,Male,9.93,3.45,3.89
3893,productivity,73.57,26,50.78,Male,9.38,3.27,4.5
3894,productivity,96.02,28,89.98,Female,4.85,7.08,4.48
3895,productivity,62.85,28,66.39,Female,9.91,0.24,8.67
3896,productivity,78.77,18,52.46,Female,7.38,7.05,9.94
3897,productivity,91.15,19,91.38,Male,8.1,6.68,8.35
3898,productivity,96.41,19,52.93,Male,4.98,1.61,5.8
3899,productivity,58.48,28,75.55,Male,4.51,3.25,1.42
3900,productivity,66.94,28,67.61,Female,9.01,6.81,9.57
3901,productivity,80.1,25,79.93,Male,4.93,4.46,8.67
3902,productivity,48.42,23,60.18,Male,9.42,5.83,8.49
3903,productivity,77.79,24,59.26,Male,5.57,1.25,4.22
3904,productivity,43.13,27,77.25,Other,3.06,3.79,4.75
3905,productivity,97.74,26,98.55,Female,7.15,4.09,1.64
3906,productivity,82.45,27,97.48,Female,5.48,0.76,9.41
3907,productivity,42.5,25,43.65,Female,9.83,2.6,9.46
3908,productivity,82.85,22,74.76,Female,5.71,5.87,2.92
3909,productivity,45.23,20,41.18,Male,5.2,1.36,7.11
3910,productivity,45.02,28,81.71,Male,6.96,4.97,2.43
3911,productivity,40.7,17,83.19,Female,8.11,0.6,4.23
3912,productivity,59.99,24,52.58,Female,9.77,0.62,3.37
3913,productivity,40.65,23,81.47,Male,3.49,5.56,4.2
3914,productivity,55.77,18,45.03,Male,5.94,7.94,3.44
3915,productivity,75.19,24,48.22,Female,7.65,2.91,3.78
3916,productivity,96.87,28,70.92,Male,3.03,4.93,8.02
3917,productivity,94.32,21,61.98,Female,6.42,4.95,3.35
3918,productivity,95.11,23,96.09,Male,8.65,1.41,8.24
